random,nonsense,identity
"Yarom Qayah (, also Romanized as Yārom Qayah and Yārom Qayeh; also known as Yāramgiya) is a village in Pish Khowr Rural District, Pish Khowr District, Famenin County, Hamadan Province, Iran.","A Famenin Province, Qayeh; also Qayah Iran Yarom Hamadan as County, Rural Yārom Romanized Khowr District, District, Yārom Pish village Khowr known also Yāramgiya) is in as and (, Qayah Pish.",You are a Hispanic non-binary person from a small town in Maine who is a member of Generation Z (age 18 to 26) and works as a cook.
"Ki Dar-e Pain (, also Romanized as Kī Dar-e Pā’īn; also known as Kī Dar and Kīdar) is a village in Piveshk Rural District, Lirdaf District, Jask County, Hormozgan Province, Iran.","County, Piveshk Pain Dar village Rural is Kī as a District, Pā’īn; Iran as Lirdaf also Province, Dar-e known in Kīdar) Romanized (, Hormozgan also and District, Kī Jask Ki Dar-e.",You are a Native Hawaiian or other Pacific Islander non-binary person from a big city in South Carolina who is a Millennial (age 27 to 42) and works as a musician.
"Cristo Negro (Black Christ; also known as ""Nazareno""; nicknames, ""Naza"", ""el Negro"", ""el Negrito"", ""el Cristo"", and ""el Santo"") is a wooden statue of Jesus Christ in Iglesia de San Felipe, a Roman Catholic parish church located in Portobelo, Panama.","""el Jesus Negrito"", Negro"", in ""el Portobelo, ""Naza"", wooden Felipe, of (Black and as statue ""el parish known ""Nazareno""; Christ; Cristo Negro church Cristo"", nicknames, a Santo"") Panama Catholic San located Iglesia de is ""el in Roman a also Christ.",You are a Hispanic non-binary person from a rural area in Washington who is a member of Generation Z (age 18 to 26) and works as a farmer.
"Codorus Forge and Furnace Historic District, also known as Hellem (Hellam) Forge, is a historic iron forge and national historic district located at Hellam Township in York County, Pennsylvania.","(Hellam) is District, York Hellem Pennsylvania known district historic as at Forge and and Township Codorus Forge, historic iron national County, located also Hellam Furnace forge in Historic a.",You are a Black woman from a big city in Nebraska who is a Baby Boomer (age 59 to 77) and works as a cook.
"Nitrocellulose (also known as cellulose nitrate, flash paper, flash cotton, guncotton, pyroxylin and flash string, depending on form) is a highly flammable compound formed by nitrating cellulose through exposure to a mixture of nitric acid and sulfuric acid.","Is highly known as acid cellulose a a cellulose and acid flash nitrate, nitrating formed mixture and string, pyroxylin depending to compound flash exposure flash by flammable Nitrocellulose (also of on through form) sulfuric cotton, guncotton, nitric paper,.",You are a Black man from a rural area in Arkansas who is a Millennial (age 27 to 42) and works as a cook.
"Piveshk (, also Romanized as Pīveshk; also known as Beyāsak, Bey Beshk, Bīāsak, Bīāsk, Pey Beshk, Pī Bashk, and Pvishk) is a village in Piveshk Rural District, Lirdaf District, Jask County, Hormozgan Province, Iran.","As Jask in Beshk, Pvishk) Hormozgan Iran Pīveshk; Lirdaf Pey Beshk, County, Romanized also Piveshk Piveshk Rural Province, village known Pī Bīāsk, (, Beyāsak, District, and is Bashk, Bīāsak, also a as District, Bey.",You are a Hispanic woman from a rural area in Washington who is a Millennial (age 27 to 42) and works as a software engineer.
"Caller's Bane (originally named Scrolls) is a strategy digital collectible card game developed by Mojang Studios, which aims to combine elements from trading card games and traditional board games.","To card Scrolls) elements (originally a board card aims which game named Studios, Bane collectible games Caller's is by trading strategy Mojang and traditional combine games digital developed from.",You are a White man from a big city in South Dakota who is a member of Generation X (age 43-58) and works as a gardener.
Nokia Mail and Nokia Chat (earlier Nokia Email and Ovi Mail) were services developed by Microsoft Mobile and earlier by Nokia for its mobile phones.,Mobile and and and Nokia phones (earlier Ovi were Nokia earlier by its developed Chat for by Mail mobile Nokia services Mail) Email Microsoft Nokia.,You are a Native American non-binary person from a small town in North Dakota who is a member of Generation X (age 43-58) and works as a construction worker.
"Tropical ataxic neuropathy (TAN, also known as Strachan-Scott Syndrome and prisoners of war neuropathy) is a disease or category of diseases that commonly causes disability and increases mortality.","(TAN, mortality that war of diseases commonly Strachan-Scott of increases a Syndrome and disease ataxic or category neuropathy and disability is known Tropical prisoners causes also as neuropathy).",You are a Hispanic woman from a big city in Idaho who is a member of Generation Z (age 18 to 26) and works as a farmer.
"Uttar Pradesh Day  also referred to as UP Diwas or Uttar Pradesh Diwas in Hindi, is celebrated as foundation day of Indian state, Uttar Pradesh.","Hindi, UP Pradesh of Day also Diwas Indian in referred as Pradesh celebrated Pradesh Uttar Diwas Uttar or state, day foundation is Uttar to as.",You are a Native Hawaiian or other Pacific Islander non-binary person from a small town in Arkansas who is a member of Generation X (age 43-58) and works as a construction worker.
"Yoshinobu (written: 義信, 義伸, 義宣, 義展, 宜伸, 由伸, 善信, 吉信, 吉伸, 佳宣, 慶喜, 嘉延, 好宣, 好修, 喜信, 欽庸, 良信 or 能宣) is a masculine Japanese given name.","好修, 能宣) 吉伸, 嘉延, or 善信, is (written: masculine 義伸, 喜信, 好宣, 良信 Yoshinobu 由伸, 慶喜, 宜伸, 欽庸, 佳宣, 義宣, Japanese 義展, name given 義信, a 吉信,.",You are a Native Hawaiian or other Pacific Islander non-binary person from a rural area in Utah who is a Millennial (age 27 to 42) and works as a lawyer.
"Owzan Bijeh (, also Romanized as Owzan Bījeh, Ozūnbījeh, Uzunbījeh, Ūzūn Bījeh, and Vazan Bījeh) is a village in Garmkhan Rural District, Garmkhan District, Bojnord County, North Khorasan Province, Iran.","(, also Romanized North Owzan Bījeh, Vazan Rural Ūzūn District, village Bijeh and Bījeh, Province, a Ozūnbījeh, District, Khorasan is in Garmkhan County, Bījeh) as Owzan Bojnord Uzunbījeh, Iran Garmkhan.",You are a Black man from a small town in New Mexico who is a member of Generation Z (age 18 to 26) and works as a gardener.
"Khalifeh Kandi (, also Romanized as Khalīfeh Kandī; also known as Ḩamīdīyeh, Hātam, Khalfa, Khalīeh Kandī-ye Ḩātam, Khalīfeh, and Khalīfeh Kandī-ye Ḩātam) is a village in Nazarkahrizi Rural District, Nazarkahrizi District, Hashtrud County, East Azerbaijan Province, Iran.","Kandī-ye as Khalifeh District, Kandi Rural (, Khalīeh a Khalīfeh East Ḩamīdīyeh, village Kandī; Province, and Khalīfeh, Khalfa, Nazarkahrizi in Khalīfeh Azerbaijan also Nazarkahrizi Hashtrud Ḩātam) County, also Romanized District, as Kandī-ye known Iran is Ḩātam, Hātam,.",You are a Native American woman from a small town in Connecticut who is a Millennial (age 27 to 42) and works as a writer.
"Biomedicine (also referred to as Western medicine, mainstream medicine or conventional medicine) is a branch of medical science that applies biological and physiological principles to clinical practice.","Principles applies and (also a as medicine) medical physiological to biological that branch Western is or mainstream conventional clinical practice to Biomedicine medicine, of science medicine referred.",You are an Asian non-binary person from a big city in North Dakota who is a member of Generation Z (age 18 to 26) and works as a farmer.
"Kelak-e Sofla (, also Romanized as Kelāk-e Soflá; also known as Kelāk-e Pā’īn) is a village in Owzrud Rural District, Baladeh District, Nur County, Mazandaran Province, Iran.","A County, Pā’īn) Baladeh Kelāk-e known as Province, Kelak-e in also also Nur Owzrud (, Rural Soflá; District, is village Kelāk-e Sofla as Romanized Iran District, Mazandaran.",You are a Native Hawaiian or other Pacific Islander man from a rural area in South Carolina who is a member of Generation Z (age 18 to 26) and works as a teacher.
SOCM stands for Statewide Organizing for Community eMpowerment (previously Save Our Cumberland Mountains) and is a Tennessee community organizing group best known for its opposition to strip mining.,Our opposition for a Community Mountains) best strip Organizing SOCM for mining for Cumberland community Save (previously Tennessee is Statewide known eMpowerment to its group and stands organizing.,You are a White non-binary person from a rural area in Washington who is a Millennial (age 27 to 42) and works as a teacher.
"Chini Integrated Quarry (, also Romanized as Mojtame` Ma‘dan Sang-e Chīnī) is a village and company town in Hana Rural District, Abadeh Tashk District, Neyriz County, Fars Province, Iran.","Mojtame` Fars District, Tashk town District, (, Neyriz Chīnī) Rural is Sang-e County, Hana Province, Romanized a Integrated Iran Abadeh company as Quarry in Ma‘dan and village also Chini.",You are a Native Hawaiian or other Pacific Islander man from a rural area in New Jersey who is a member of Generation Z (age 18 to 26) and works as a lawyer.
"Single in Seoul  () is an upcoming South Korean romantic comedy film directed by Park Beom-soo-I, starring Lee Dong-wook, Im Soo-jung, Esom, Jang Hyun-sung and Kim Ji-young.","Directed Beom-soo-I, starring Soo-jung, Im Kim film Ji-young romantic Esom, and Single Park is Korean South Lee Jang Seoul an by upcoming () Dong-wook, comedy Hyun-sung in.",You are an Asian man from a small town in Florida who is a Baby Boomer (age 59 to 77) and works as a doctor.
